place,name,place_type,address,area,coordinates,ended
rec-44243-dup-0,Châteaude Méridon,,,id-53025,486923492033587,f
rec-44243-dup-1,Château hde Méridon,,,id-53025,486923492033587,f
id-30785,Soundlodge Studio,Studio,,id-81,,f
id-36666,Laura Secord Secondary School,Educational institution,,id-23204,,f
rec-37470-dup-0,Crosby Halj,,,id-1178,,t
id-39107,Two States Audio,Studio,,id-5099,,f
id-2752,MECCA,Other,,id-12057,,t
id-49174,Studio 54,Studio,Berlin Hohenzollerndamm 54,id-81,5248162513289115,f
id-36109,Psyrus Studio,Studio,,,,f
id-11757,Severn Studios,Studio,,id-102118,,f
id-32617,卜公碼頭,Other,Central Hong Kong,id-96,2228261141583,t
rec-18458-dup-0,Judys Velvet Loinge,Venue,777 River City Casirio Blvd St Louis MO 63125,id-7952,385308902645,f
id-40351,Zénith de Dijon,Venue,Rue de Colchide  21000 Dijon  France,id-67890,473552825058136,f
rec-9807-dup-0,Studio Quatre Cheins,Studio,22 Ruw Cartier Bresson,id-68553,48903252395776,f
id-47075,Mountain of Light Studio,Studio,,id-1178,,f
rec-9807-dup-1,Studio Quatre Chernins,Studio,22 Rve Cartier Bresson,id-68553,48903252395776,f
id-25691,St Marys Hall Auditorium Theatre,Venue,,id-118016,,f
rec-40333-dup-0,Presbyterian Church od Mount Kisco,Religious building,,id-90926,412072737458,f
id-49253,Соль,Venue,Профсоюзная ул 22 Казань 420111,id-86219,5579133849115922,f
id-37182,Blind Faith Recording Studio,Studio,Pigneto Rome,id-5060,,f
id-23848,Reanimator,Studio,Appelstraat 19 2140 Borgerhout Belgium,id-116160,512132534440806,f
id-16464,Peace Music,Studio,,id-397,,f
rec-40475-dup-1,Mixroom Stud'los,Studio,,id-9413,,f
id-4121,Park Lane Studios,Studio,,id-3855,558324884277502,t
id-12453,Palácio das Artes,Venue,,id-5274,,f
id-48576,Seminar Bern Musematt,,,,,f
id-30536,St Catharines College Cambridge,Educational institution,St Catharines College Cambridge CB2 1RL UK,id-7307,5220301169,f
id-34472,DangStudios,Studio,,id-22162,,f
id-51217,スタジオ サウンドバレイ,Studio,,,,f
id-51216,Crossroads Garage,Venue,,id-23707,,f
id-51963,Studio 19,Studio,,id-202,,f
id-41223,Tropen institute,Educational institution,Mauritskade 63 Amsterdam The Netherlands,id-7706,523626924922517,f
rec-24028-dup-0,TMMP Stueios,Studio,,id-1178,,f
id-28655,Eventhusetcom,Venue,Vretensborgsvägen 5 12630 Hägersten Stockholms Län Sweden,id-5114,592991418017704,f
rec-35027-dup-0,Calibrated Rcording,Studio,,rec-5303-dup-0,,f
id-10731,Evil Genius Records,Venue,Adelaide Road Wellington New Zealand,id-4879,,f
id-30712,HiBPM Studio,,,,,f
id-30306,St Elisabeth,Religious building,Obere Sandstraße 29 96049,id-23723,4989275610883094,f
rec-35027-dup-1,Calirated Recording,Studio,,rec-5303-dup-0,,f
id-46926,Place de la Gare,Other,Place de la Gare 59000 Lille,id-12084,506366133069651,f
id-46257,Mottow Soundz Studio,Studio,,,,f
id-4886,SHINJUKU LIQUIDROOM,Venue,〒1600021 東京都新宿区歌舞伎町1201,id-116767,35695843139701491,t
id-25443,DNA Studios,Studio,,id-7279,,f
rec-38954-dup-0,Thorns Fac:lities,,,,,f
rec-13516-dup-0,JOEeV,Other,Lindenstraße 4 4s739 OerErkenschwick,id-69661,516284287260831,f
id-39404,Iolani Schools Seto Hall,Educational institution,,id-5193,21284646157824579,f
id-47104,Studio Schulte,Studio,,,,f
id-38815,Studio Brasan,Studio,,,,f
id-4759,Vilnius Recording Studio,Studio,,id-13235,,f
id-44485,Victorian College of the Arts,Educational institution,,id-5121,3782481449702,f
id-18510,M4II,Studio,,,,f
id-3015,Coliseu dos Recreios,Venue,Rua Portas de Santo Antão 96 1150269,id-5062,387167339140175,f
id-21681,Lydetaten,Studio,,id-160,,f
rec-17376-dup-1,Ocean Centrr,Other,101 N Atlantic Ave Daytona Beach FL 321184203,rec-22844-dup-0,292287810106,f
rec-17376-dup-0,Ocean Ceenter,Other,101 N Atlantic Ave Daytona Beach FL 321184203,rec-22844-dup-0,292287810106,f
rec-22998-dup-0,Loungr Ax,Venue,2438 N Lincon Avenue Chicago IL 60614,id-5099,,t
id-6254,T T G Recording Studios,Studio,,id-7703,,f
id-14292,TOM·TOM STUDIO,Studio,〒1500011 東京都渋谷区東31419,id-116890,35651323139707295,t
id-1225,KAUE,Venue,Wilhelminenstraße 176 45881 Gelsenkirchen,id-23737,515175397068581,f
rec-50236-dup-0,Sonic Highway5 Studio,Studio,,,,f
rec-10444-dup-0,Pomeranian Phlharmonic Hall,Venue,,id-5279,,f
rec-10444-dup-1,Pomeranian Philharmonicp Hall,Venue,,id-5279,,f
rec-41223-dup-1,Tropen iristitute,Educational institution,Mauritskade 63 Amsterdam The Netherlands,id-7706,523626924922517,f
rec-41223-dup-0,Tropen 9nstitute,Educational institution,Maurltskade 63 Amsterdam The Netherlands,id-7706,523626924922517,f
rec-43038-dup-0,BONO Stydio,Studio,,id-113,,f
rec-17450-dup-0,YAD Musipc,Studio,,id-4434,,f
rec-38749-dup-0,Budahegyvidéki Evabgélikus Egyházközség,Religious building,,id-721,474989190213,f
id-22009,JC Arthur Satàns parents,,,,,f
id-47851,Thoshiba EMI Mixdown Room,Studio,,,,f
rec-10145-dup-0,The Lightgouse Theatre,Venue,247 Maih St,id-88625,4278604680203093,f
id-46078,Synchestra Studios,Studio,,id-7731,,f
id-45971,Capella,Venue,Лиговский пр дом 50 корпус 16,id-2450,599355333036554,f
id-3575,Le Réservoir,Venue,16 rue de la Forge Royale 75011 Paris France,id-4434,488514472380528,f
id-54317,New Langton Arts,Venue,1246 Folsom St San Francisco CA 94103 United States,id-7022,377746122410999,t
id-2483,Dipoli,Other,Otakaari 24 FI02150 Espoo Finland,id-9607,6018519824832174,f
id-46174,Stagges Hotel,Venue,,id-69685,,f
id-17326,Digraneskirkja,Religious building,,id-26627,6410778421886278,f
id-36507,Inouïe,,,id-4434,,f
id-42111,Friedenskirche,Religious building,,id-8852,5240096613043411,f
id-57055,دار الآثار الإسلامية,Venue,9X965XV، The corner of Arabian Gulf Road and alShuhada Street across the road from Youm alBahaar by the National Assembly Parliament building، Kuwait City,id-105924,29368479624,f
id-21868,LT Club,Venue,Tiergartenallee 12 18059 Rostock,id-5127,5408046412102529,f
id-40333,Presbyterian Church of Mount Kisco,Religious building,,id-90926,412072737458,f
id-39794,DLR Studio,Studio,,id-271,,f
id-18039,The Attic,Venue,170 High Street Cheltenham,id-29508,519007522074432,t
rec-28148-dup-0,Mayb4rry PCH,Studio,,id-5283,,f
rec-28148-dup-1,Mayberey PCH,Studio,,id-5283,,f
id-18030,Musical Instrument Museum,Other,Montagne de la CourHofberg 2 B1000,id-1793,508428364358831,f
rec-28338-dup-0,Golden Room Copacabana Palace Hotel,Venue,,id-5161,,f
rec-32617-dup-0,卜公碼頭,Other,Central Hongl Kong,rec-96-dup-0,2228261141583,t
rec-43205-dup-0,Instituto Musical de São Paul0,Educational institution,,id-80664,,f
id-45553,dada,Venue,Московский проспект 1093 СанктПетербург,id-2450,598901130317271,f
rec-40475-dup-0,Mixroomo Studios,Studio,,id-9413,,f
id-55575,Round the Bend Recording,,Dartmoor,id-3836,,f
id-20698,Erock Studio,Studio,,,,f
id-17219,Track Farm,,,,,f
id-26055,Kendall Hall,Venue,,id-118012,,f
id-43291,Nurmijärven musiikkiopisto,Educational institution,Keskustie 6 FI01900 Nurmijärvi Finland,id-12047,,f
id-1688,Prolific Studios,Studio,Units E9E11 KG Business Centre Northampton NN5 7QS United Kingdom,id-7960,52252609179,f
id-54408,Boxwood Studios,Studio,,,,f
id-47456,Ballyhoo Studio,Studio,,id-7705,,f
rec-25443-dup-0,DNA Stufios,Studio,,id-7279,,f
id-15953,Fast Forward Studios,Studio,,id-653,,f
id-28395,Museum of Arts and Design,Other,2 Columbus Circle New York NY 10019,id-10862,40767573981944,f
id-19516,Ricoh Arena,Stadium,Phoenix Way Rowleys Green Coventry England CV6 6GE,id-3917,524480561495556,f
id-11925,Killion Sound,Studio,,id-39882,,f
id-19814,The Manor Mobile,Studio,,id-221,,f
id-38724,St Pauls Lutheran Church,Religious building,4900 Connecticut Ave NW Washington DC 20008,id-269,389537577070432,f
id-49624,North Farmington High School,Educational institution,32900 West 13 Mile Road Farmington Hills Michigan 48334 United States,id-22959,4251683376,f
id-28565,Pollack Hall,Venue,555 Sherbrooke Street West Montreal Quebec Canada H3A 1E3,id-118880,4550574973573358,f
id-8276,St Jean Baptiste,Religious building,,id-47778,,f
id-34876,Upside Down Studio,Studio,8512 Santa Monica Blvd Los Angeles CA,id-7703,,f
id-31584,The Basement,Venue,Marsh Street Hanley StokeonTrent ST1 1JA,id-90855,53024055218058,f
id-13553,Thalia Kino,Venue,Görlitzer Straße 6 01099 Dresden,id-7291,5106682313754261,f
rec-34810-dup-0,BBC Radio 23 Studios,Studio,,id-1178,,f
rec-50098-dup-0,Other usic,Venue,15 E 4th Streer New York NY 10003,id-7020,40727917399314,t
id-51310,Nugget Events Center,Venue,,id-81685,,f
id-25622,National Guard Armory,Other,Ocean Avenue Long Branch NJ USA,id-28034,,f
id-5687,Spock Studio,Studio,,,,f
id-4844,Nemo Studios,Studio,,id-1178,,t
id-11477,Cole Rehearsal Studios,Studio,,id-39882,,f
rec-54172-dup-0,USMP Studios  Holywood,Studio,,id-39882,,f
rec-54172-dup-1,USMP Sturios  Hollywood,Studio,,id-39882,,f
id-53274,Ardingly Studio,Studio,,id-3848,,f
id-28814,AB Recorders,,,id-7731,,f
id-32316,Sandkvie Studio,Studio,,id-35063,,f
rec-41316-dup-0,WoPRB,Studio,WPRB PO Box 388 sPrinceton NJ 08542 USA,id-44467,,f
id-17450,YAD Music,Studio,,id-4434,,f
id-14153,Finsbury Park,Park,Endymion Rd London N4 1EE,id-3887,51571201009,f
rec-25082-dup-0,Espace Culture Saint Anclre,,,id-68600,,f
rec-24028-dup-1,TMMP Stuclios,Studio,,id-1178,,f
id-48918,Pacific Spirit United Church,Religious building,2195 W 45th Avenue Vancouver BC V6M 2J2,id-5212,,f
id-27282,Auditorium Matteo dAcquasparta,Venue,,id-8169,426933125456,f
id-1050,Kleiner Konzertsaal,Venue,Rosenheimer Straße 5 81667 München,id-7710,481313211590463,f
id-2930,Neuwerkskirche,Religious building,Klostergang 3 99084,id-8851,5097232911025019,f
id-23932,Château des Chats II,Studio,,id-22399,,f
id-1825,Avicii Arena,Indoor arena,Globentorget 2 121 27 Stockholm Sweden,id-115834,5929355618083236,f
id-34819,Norwegian Jade Bliss,Venue,,id-10422,,f
rec-18877-dup-0,Ocean Soind,Studio,,,,f
id-16905,Luna Mixing Room,,,,,f
id-8487,Brisbane Entertainment Centre,Indoor arena,Melaleuca Drive Boondall Queensland 4034 Australia,id-117103,27342222153071111,f
rec-8163-dup-0,Nezlobin Tjeatre,Venue,,id-2429,,f
id-41316,WPRB,Studio,WPRB PO Box 388 Princeton NJ 08542 USA,id-44467,,f
id-51951,The Bridge,Venue,,id-80914,,f
id-1380,Johanneskirche,Religious building,Kirchstraße 9 31832 Springe,id-69946,522158579625313,f
id-41256,Église SaintAndré,Religious building,35 Avenue Jean Jaurès,id-68605,492591674041389,f
id-27879,Prague,Venue,422 Congress Ave Ste B Austin TX 78701,id-5196,3026704197743522,t
rec-12373-dup-1,Raimtree Cafe,Venue,220 Kin St N Waterloo ON N2J 2Y7,id-115885,4347529180524457,f
id-49213,Ukonx Studio,Studio,,,,f
id-46850,Stadthausgalerie Münster,Venue,,id-5131,,f
id-52384,Andys Bar,Venue,122 N Locust St Denton TX 76201,id-22162,332154219713216,f
id-39290,Studio B Hayes Middlesex,Studio,,id-88668,,f
rec-36566-dup-1,PolydorSatudio München,Studio,,id-7710,,f
rec-17019-dup-0,BankPlus Amphitbeatre at Snowden Grove,Venue,6285 Snowden Ln Southaven MS 38672,rec-23072-dup-0,3495111189933889,f
id-46130,Alpana Tonstudio,Studio,,,,f
id-25082,Espace Culture Saint Andre,,,id-68600,,f
id-46135,ICIS Duplicating,Other,,id-29508,,f
id-38450,Centro de Convenções de Pernambuco,,Av Prof Andrade Bezerra,id-633,,f
id-13607,The Tabernacle,Venue,35 Powis Square off Portobello Road London W11 2AY,id-38581,515170320201985,f
rec-15995-dup-0,Mølla Stjdio,Studio,,id-12730,,f
id-18394,WET Stage,Venue,,id-71242,,f
id-4490,room2,Studio,Clubgroove Records,,,f
rec-49454-dup-1,Na Cena Stud'lo,Studio,,id-643,,f
rec-49454-dup-0,Na Cenea Studio,Studio,,id-643,,f
id-12321,Rathsgymnasium Wolfsburg,,,id-8908,,f
id-18553,Igloo Audio Factory,Studio,,id-13929,,f
id-21124,Guldbergaunet stadion,Stadium,,id-12351,6402145211510496,f
id-39855,New York Military Academy,Educational institution,78 Academy Ave CornwallOnHudson New York 12520 United States,id-118831,,f
id-45745,Congregational Hall,Venue,Castle Gate Congregational Centre 6 Castle Gate Nottingham NG1 7AS UK,id-3967,529517221149425,f
id-34513,Stereo Sound Studios,Studio,,id-7020,,t
id-8390,Ungdomshuset,Other,Dortheavej 61 2400 København NV,id-7712,5570873612523502,f
id-24278,Secret Studios,Studio,,id-7737,,f
id-12730,GospelgrooveStudio,Studio,,id-75073,,f
id-53995,Playback Recording Studio,Studio,400 E Gutierrez St,id-7503,34419952119689189,f
id-43310,Kirishima International Concert Hall,Venue,,id-8000,31881308057,f
id-21700,35 Wyndham Street,,,id-3813,,f
id-53999,James and Anne Duderstadt Center Audio Studio,Studio,2281 Bonisteel Blvd Ann Arbor MI 48109 United States,id-5769,4229115583715707,f
id-18377,横浜産貿ホール,Venue,〒2310023 神奈川県横浜市中区山下町2,id-11811,35446944139646111,f
id-48716,The Mona Museum,Educational institution,655 Main Rd Berriedale TAS 7011 Australia,id-119391,42812778147261111,f
rec-57104-dup-0,Festival Messiaepn au Pays de la Meije,Venue,La Graye,,,f
rec-34876-dup-0,Upaide Down Studio,Studio,8412 Santa Monica Blvd Los Angeles CA,id-7703,,f
id-5080,OneOne Studio,Studio,,id-7954,,f
id-37300,Old Renaissance Faire Grounds,Other,,id-82790,,f
id-26623,The Rosemount Hotel The Main Room,Venue,459 Fitzgerald St North Perth WA 6006,id-7280,3193092411585891,f
id-12008,Oregon Zoo Amphitheater,Venue,4001 SW Canyon Rd Portland OR 97221,id-5147,4550994112271613,f
id-15995,Mølla Studio,Studio,,id-12730,,f
rec-8390-dup-1,Ungd0mshuset,Other,Dortheavej 1 2400 København NV,id-7712,5570873612523502,f
id-52981,Vortn Vis,Venue,Kiekenmarkt 7 8900 Ieper,id-101373,50849462884307,f
id-43857,Sahara Studio,Studio,,id-205,,f
id-6833,Hochschule für Musik und Theater Hamburg,,Harvestehuder Weg 12 20148 Hamburg,id-331,535705569998889,f
id-21225,Century II Performing Arts  Convention Center,Other,225 W Douglas Ave Wichita KS 67202,id-7749,3768487697340283,f
rec-20775-dup-1,Born to Boobie Studios,Studio,,,,f
id-12933,Hoxton Bar  Kitchen,Venue,24 Hoxton Square London N1 6NU,id-62242,515274560081724,f
id-13516,JOE eV,Other,Lindenstraße 4 45739 OerErkenschwick,id-69661,516284287260831,f
id-51523,StarVu Studios,Studio,,id-5239,,f
id-15353,Europahalle,Venue,,id-23722,,f
rec-31995-dup-0,Bolic ound,Studio,,id-22430,,f
id-45569,Garbos,Venue,429 Queen St W Toronto ON M5V 2A5,id-5076,4364871279395483,t
id-39071,Ninth World Studios,Studio,,id-12988,,f
rec-53995-dup-0,Playback Recording Stidio,Studio,400 E Gutierrez St,rec-7503-dup-0,34419952119689189,f
id-36115,Symphony Studio,Studio,,id-3992,,f
id-54820,Hickory Sound Recording,Studio,,id-21907,,f
id-36113,COP Studio,Studio,,id-23734,,f
id-8829,Schlosskirche,Religious building,,id-8966,509803113322,t
rec-3043-dup-1,St Michaels hurch,Religious building,South Groue Highgate London N6 6BJ United Kingdom,id-58384,515689580150416,f
id-2749,Orpheum Theater,Venue,216 State Street Madison WI 537032215,id-5287,4307589388611,f
rec-5607-dup-0,NightShidt Studios,Studio,27 Whittington Avwnue Christchurch 8023,id-5353,,f
id-4962,Lovely Records,Studio,,id-8852,,f
id-9618,Paradise Studios Grand Lake of the Cherokees,,,id-297,,f
id-2584,Arts Centre Melbourne,Venue,100 St Kilda Rd Melbourne VIC 3004 Australia,id-5121,37820278144968333,f
id-46482,Analog Sweden,Studio,,id-60639,,f
id-23755,Klanglabor Weimar,Studio,,id-8966,,f
rec-3230-dup-0,Cubeaudio St7dios,Studio,Obere traße 25 37124 Rosdorf,id-71954,515026679895693,f
rec-3230-dup-1,Cubeaudio Studjos,Studio,Obere Strsße 25 37124 Rosdorf,id-71954,515026679895693,f
rec-31602-dup-1,Égilse SaintSymphprien,Religious building,,rec-39344-dup-0,,f
rec-31602-dup-0,Égilse SaintSynphorien,Religious building,,rec-39344-dup-0,,f
id-22404,Wood Street Galleries,,601 Wood St,id-7961,,f
id-8697,Orchesterprobenzentrum,Studio,Stolberger Straße 3,id-7954,509412046907772,f
id-38775,RTL House,Other,2 avenue Jacques Georgin Schaerbeek,id-105393,,f
rec-23729-dup-0,Bramhsm Park,Other,Bramham Park Wethefby West Yorkshire LS23 6ND,id-116862,538702781380278,f
id-9020,Bethaniënklooster,Venue,Het Bethaniënklooster Barndesteeg 6b 1012 BV Amsterdam Netherlands,id-7706,,f
rec-10731-dup-0,Evii Genius Records,Venue,Adelaide Road Wellington New Zealand,id-4879,,f
id-24028,TMMP Studios,Studio,,id-1178,,f
id-5831,Epicurus Studio,Studio,〒1530064 東京都目黒区下目黒３丁目２４－２２,id-116724,35631506139707729,f
rec-13607-dup-0,The Taobernacle,Venue,35 Powis Square off Portobello Road London W11 2AY,id-38581,515170320201985,f
id-9807,Studio Quatre Chemins,Studio,22 Rue Cartier Bresson,id-68553,48903252395776,f
id-29449,Cliff Temple Baptist Church,Religious building,125 Sunset Ave Dallas TX 75208,id-9399,3274455896826152,f
id-9801,주예당 Studio,Studio,,id-113,,f
id-4290,Pieve di Palazzo Pignano,Religious building,,id-14324,,f
rec-45650-dup-0,Burggraben Neckar4lz,Venue,Johannitergasse 2 74821 Mosbach Germany,rec-69540-dup-0,49341699101083,f
id-49980,Commercial Recording Studio,Studio,1120 Chenevert,id-7326,,f
id-25611,Aula Sargans,Venue,,id-97160,47044194397,f
