place,gid,name,place_type,address,area,coordinates,ended
56845,e698aa9b5656416aa36e8a8f37e4c419,Kulturcafé der Uni Mainz,Venue,JohannJoachimBecherWeg 5 55128 Mainz Germany,8854,499941868245289,f
45745,acbd9373c5c04f5d916a866b58681c57,Congregational Hall,Venue,Castle Gate Congregational Centre 6 Castle Gate Nottingham NG1 7AS UK,3967,529517221149425,f
9096,2be545471ae6494aa68cc1f7c3ab158f,The Funkmosphere Lab,Studio,,7703,,f
55566,d957e9b94e974e6a81b3e6721b34db2b,West Sound Studio,Studio,,102430,,f
50098,2180d0ae50e144ab8a3d9bd2eb4fca21,Other Music,Venue,15 E 4th Street New York NY 10003,7020,40727917399314,t
6652,b0cd9fc1397049619c5ab68bdf5cc2f9,Piazza Napoleone,Other,Piazza Napoleone 27 55100 Lucca LU Italy,14228,4384139710502667,f
26623,a0b9a40216e0483b92c92ff2095c572b,The Rosemount Hotel The Main Room,Venue,459 Fitzgerald St North Perth WA 6006,7280,3193092411585891,f
17376,87d9b3ac2a114c0cbb43db0d87ba25d1,Ocean Center,Other,101 N Atlantic Ave Daytona Beach FL 321184203,22844,292287810106,f
36256,ed206a2de9804f22a6798dd5cfc10d45,Polideportivo de la Junta de Castilla y León,Other,,12799,,f
28395,3eb7eb09e5c44661a84465c242d706cd,Museum of Arts and Design,Other,2 Columbus Circle New York NY 10019,10862,40767573981944,f
45247,4f82da2d30e845829b1a72a08e0dbdf8,Kino Šiška,Venue,Trg prekomorskih brigad 3,5057,460688691448895,f
30219,6cfd57e903d9474b90069c183bdb6850,Mesa Recording,Studio,,5213,,f
25691,787288c960c842ba8f14f32f3c48c367,St Marys Hall Auditorium Theatre,Venue,,118016,,f
26568,66e35e5da10b45e8b2d95ee241723b55,DAVE Audio,Studio,,5076,,f
38256,9cb25c878de64d9993b8d76196ff3dfb,The Birmingham Hotel,Venue,333 Smith St,116788,,f
13666,710bdf66cacb4d66b09bde0467ec94cd,Maison de la culture dAmiens,Venue,2 Place Léon Gontier CS 60631 80006 Amiens cedex 1,68614,4989409229168,f
29474,acd3e1a8be0f40f5a50614956100a36e,Grand Théâtre de Québec,Venue,269 boulevard René‐Lévesque Est,7715,,f
48576,647d42d4e59e47cb93e7f9b2981be64b,Seminar Bern Musematt,,,,,f
17450,397ff111e79045218221eaf43c967727,YAD Music,Studio,,4434,,f
32316,b2fb1a489c864d519865112125dc244f,Sandkvie Studio,Studio,,35063,,f
48581,c27cb925e2604ea69f6df3b9522ce008,Musikhochschule Biel,,,,,f
26345,a570085a9ae24fe49141eccfc189cb02,The Boardwalk,Venue,,60189,,f
13692,b4322959bd104c7aa0ce2099a883cecf,Bojangles,Venue,2000 K St Sacramento CA 95811,7328,385753612148023,f
39071,befb05c4d6904d4e980750230314fc66,Ninth World Studios,Studio,,12988,,f
7085,7764a448f94b43a0a8dec09afe85e696,Tipitinas,Venue,501 Napoleon Ave New Orleans LA 70115,12021,299173901009,f
32805,12956460ae7c4569b57687c4f86d0b7b,Rose Gold,,96 Morgan Ave,10861,,f
22404,d821c886b1eb48a0899758aefa3402e4,Wood Street Galleries,,601 Wood St,7961,,f
36797,415143ef8a464d0592a852a4988ee0ff,Zwinglikirche,Religious building,Rudolfstraße 14 10245 Berlin,326,52503421345457,f
28339,268cb24eea4548e5bb0fe852c7e821d8,StudioPh,Studio,,,,f
28091,d6310c7b759241cf9ecba3c3d897db6a,Rapture Audio,Studio,,3912,,f
44706,59583e31a5da436d9bfe31eda59ff480,Konk Klub,Venue,HermannMendeStraße 1 D01099 Dresden,7291,5108708313764583,f
8276,4d7bf658c49e41e5b560471ccb62b94f,St Jean Baptiste,Religious building,,47778,,f
34810,b61029c938e84d3981bcd2c2dcd5c873,BBC Radio 2 Studios,Studio,,1178,,f
37508,e07602bacfc24eeca1216fb127e6aab2,The Parish Church of Sarum St Martin,Religious building,St Martins Church Street Salisbury Wiltshire SP1 2HY,19680,,f
14744,79f86b279eba4cbe824202ff79785750,Musik Galerie,Venue,,70043,,f
48746,4e6d7f1239144a818fc5e4808c93ab1e,The Atrium City Hall,Venue,,5242,520777244316833,f
52210,9f620ca1aa7142289595bf71ff4dcd32,The Porter,Venue,15A George St Bath England United Kingdom,15556,,f
24389,fcdd2a9bf9c94aa39a7e87463854f55f,Be Musical Productions,Studio,,23187,,f
42285,dae25ca6f800403cb7057b3112590e9a,Wicked Wahine,,,273,,f
45569,4bf99cbd7fcb4e6ea57b6c453ad1a5dd,Garbos,Venue,429 Queen St W Toronto ON M5V 2A5,5076,4364871279395483,t
40205,249e401b449444c483cf64f910b940c1,KFJC,,,82351,3736111221284,f
4724,cb7b5a789bd24be68f10f3b360d3c237,The Bubble,Studio,,5196,,f
10444,2f2a03be0f6e41738d6b755e22a1451d,Pomeranian Philharmonic Hall,Venue,,5279,,f
9618,c700eb878c934cdc970331c63683757f,Paradise Studios Grand Lake of the Cherokees,,,297,,f
35027,e2c5ed248504425cbda92240a47b2f59,Calibrated Recording,Studio,,5303,,f
3253,cb71b62ca296424d8212357fa9a04146,La Chapelle des Lombards,Venue,14 rue des Lombards 75004 Paris France,4434,488591962349734,t
7214,fb7384796a2341b69d8205b364ddddb2,Soundsurfer Studios,Studio,,4000,,f
51523,77aeef687ae84c16b9ee071737582759,StarVu Studios,Studio,,5239,,f
54317,3933a7b556364fd2bbd8a011e5762d6d,New Langton Arts,Venue,1246 Folsom St San Francisco CA 94103 United States,7022,377746122410999,t
14814,1a83515c56de4e3eb2896d224c95596c,Stafford Township Arts Center,Venue,1000 McKinley Ave Manahawkin NJ 08050,102372,,f
19516,170697cefbe94f5e83785a0dd575ec03,Ricoh Arena,Stadium,Phoenix Way Rowleys Green Coventry England CV6 6GE,3917,524480561495556,f
6762,fcbb29497b394cdaa5251bbdcb40b8b4,ZOZOマリンスタジアム,Stadium,千葉県千葉市美浜区美浜1番地,11880,35645239140030922,f
22009,f535842b30ea4c80b467d6a0364103f0,JC Arthur Satàns parents,,,,,f
44243,5afb519b4d344a63bd973c8bf470326c,Château de Méridon,,,53025,486923492033587,f
23729,feb7c6a9c377463f8e8854ae8220a66c,Bramham Park,Other,Bramham Park Wetherby West Yorkshire LS23 6ND,116862,538702781380278,f
39876,7be766e6ca5a4d328365fd9064095eb8,Chiesa di San Francesco,Religious building,Via F Baratto 36015 Schio VI Italy,18717,457183113581,f
25082,fbd583eeb2e24c71ad1e9085fbfee1ae,Espace Culture Saint Andre,,,68600,,f
36566,fe7df163553a4624b5af20b2925e0fe4,PolydorStudio München,Studio,,7710,,f
49213,4faefba9f4574f7f9571de38e6123c74,Ukonx Studio,Studio,,,,f
26137,32cb465c6c114f179cec69793601d9bb,Calamigos Ranch,Venue,327 Latigo Canyon Rd,7800,,f
15613,8b191a32d119485eb20de376bd58f0ca,The Neck,Other,,13,,f
36113,db71536e7ffe4a679ae66043eec1af70,COP Studio,Studio,,23734,,f
16464,899ad09e9537479fb60c993559c581f1,Peace Music,Studio,,397,,f
13516,b6b7440db911483dbe3ba1c87d0ed081,JOE eV,Other,Lindenstraße 4 45739 OerErkenschwick,69661,516284287260831,f
13607,e60f5d2f2e4f4a2387f8d9af7c18d6cd,The Tabernacle,Venue,35 Powis Square off Portobello Road London W11 2AY,38581,515170320201985,f
25512,ac7b9506dec94afea3c1767787f0abf0,Newtown Community  Cultural Centre,,Cnr Rintoul  Colombo Sts Newtown Wellington New Zealand,31090,41312514174778785,f
42924,64721d0e2dea4589b5fc99a4387191c6,Mountview Academy of Theatre Arts,Educational institution,120 Peckham Hill St Peckham London SE15 5JT,88222,51594301133,f
31941,1c2d80ebf28842a9b3baf236e2bc84d7,Essex University,Educational institution,Wivenhoe Park Colchester,8258,518773260948708,f
3230,72f83b4a7fec4d499ed399747d732338,Cubeaudio Studios,Studio,Obere Straße 25 37124 Rosdorf,71954,515026679895693,f
11925,6adaacffb6fb42dc82565ce043b35fa0,Killion Sound,Studio,,39882,,f
33327,fd4d42a377d54833b6cc55bdffff7524,Blue Note Studio,Studio,,653,,f
39687,eaa3e47ac80d466a967c7bb2b22d9bd1,All Platinum Studio,Studio,,43994,,f
25443,256ecc3e0e084f6bb078140ad4f494b1,DNA Studios,Studio,,7279,,f
16873,b14203ad441246fc85893657163b648c,Bixby Music Exchange,,,27657,,f
6975,fcf0d8d25d62486bb4ae582eb30a6f24,Bilgi Üniversitesi Kuştepe Kampüsü,Other,İnönü Cad No 6 Kuştepe 34387 Şişli İstanbul,5065,410726712899079,f
5080,c903d82e33e340f99bb7012c511c16ed,OneOne Studio,Studio,,7954,,f
23932,5832a891e1b543578e8b5d3f2d9cb269,Château des Chats II,Studio,,22399,,f
5212,36636cf09cef4b78991910c50a229c95,Radio Suisse Romande,,,23037,,f
8390,4f8ab6e5bf684d4e86efe88464ba6852,Ungdomshuset,Other,Dortheavej 61 2400 København NV,7712,5570873612523502,f
15159,2929cf183922493fbbc90fae64469205,WFMU,Studio,,66426,407886742556,f
50054,1a338dbc3980486e8352f9e97dd2f314,Parc LéonidasDufresne,Other,Parc Léonidas Dufresne ValDavid QC J0T 2N0,117367,4603107474207758,f
24338,2f51e21d1a9648af91f3f3b189832760,DePaul Concert Hall,Venue,,5099,419239876492,f
54747,ebb97ee0a26d4e9a9017711571e24af1,ДК Сибтекстильмаш,Venue,630071 ул Забалуева 47,5082,5498722282813611,f
38632,ea631b3b491d41968a72564ea6d7df89,HiverlyHills Studio,Studio,,107,,f
29804,ee93de104e0a453db7171576e4a195e0,Market Hotel,Venue,1140 Myrtle Ave Brooklyn NY 11221,115540,,f
51213,af6f30b34ae8493bb4f49f729ecc784f,Audacious Studio,Studio,,7703,,f
19814,0c47ed2e3cb74570918ff190c0c1a669,The Manor Mobile,Studio,,221,,f
28234,3c9354d7f78341eeac54df76001cd409,Studio 38,Studio,Getinge,481,,f
12008,a1b2cf4021614728a3115dd0ae835fde,Oregon Zoo Amphitheater,Venue,4001 SW Canyon Rd Portland OR 97221,5147,4550994112271613,f
54405,ff7fc865dc614ed482b207e4a3ab705c,0x7 studio,Studio,,107,,f
29995,db14ec1fa90d4073a1fdd16a688f74ef,MRA Arena,Indoor arena,,3926,,f
4622,2fd23477d3a04dd1bc698f6641f54afb,MasterMix,Studio,1921 Division St Nashville TN 37203,5213,361491798679743,f
51216,5d42fdce86cb4c3da08a06d4c3c735e4,Crossroads Garage,Venue,,23707,,f
47271,aba4f7fb81474d1e92e2e5af2b44f731,St Cecilia,Religious building,,5179,,f
30450,ad5762a1ed3d461ba7144c83a680a1dc,Palace Music,Studio,,5114,,f
46174,a902eab4dbf04d95811ffe7b03c5218c,Stagges Hotel,Venue,,69685,,f
1050,11f16f1cf2504b6586f0ea328b87bb55,Kleiner Konzertsaal,Venue,Rosenheimer Straße 5 81667 München,7710,481313211590463,f
47228,48efd3efe2f6437bab4e49f91ca3f565,High Hold Studio,Studio,,434,,f
33866,5ae01d69e7224c0a96d8fd6af4313397,Click,Venue,,7707,,f
50485,b5ce6758d9c04069982ba25097276d41,∠Rスタジオ,Studio,,107,,f
49890,dc9edf1a153745ed85bba1cd6b8d4175,Irwin Art Studio,Studio,,67,,f
1688,0e8edfa2fe9e4390b718fc8d45be6aae,Prolific Studios,Studio,Units E9E11 KG Business Centre Northampton NN5 7QS United Kingdom,7960,52252609179,f
39855,e67c0e92d357439b85d3ab4c61acd457,New York Military Academy,Educational institution,78 Academy Ave CornwallOnHudson New York 12520 United States,118831,,f
54172,6702d7e9b7b64c8f8b33371407cde4d0,USMP Studios  Hollywood,Studio,,39882,,f
52547,ac046591d41a4410b3b802a98091dd1e,Elliott Bay Recording Company,Studio,932 12th Ave Seattle WA 98122,9655,,f
31995,0154e6619f49401f9c2cf4215fadf5fb,Bolic Sound,Studio,,22430,,f
53327,c253e678686f45749c345a69f1b78431,Strawberrybee Production,,,7020,,f
33616,c234b47af95848deb01cc50b6b6e5816,Masrah Al Madina Theatre,Venue,,21729,,f
13553,a642629b1f844f68b8ace3732f46fac9,Thalia Kino,Venue,Görlitzer Straße 6 01099 Dresden,7291,5106682313754261,f
24028,d0363a4d1e064cf581e016bda5c03dec,TMMP Studios,Studio,,1178,,f
27879,91604bd6d3804e2cbf26f3cf36acc07a,Prague,Venue,422 Congress Ave Ste B Austin TX 78701,5196,3026704197743522,t
57055,1f7cc98015834bb8850d4a635d073bf0,دار الآثار الإسلامية,Venue,9X965XV، The corner of Arabian Gulf Road and alShuhada Street across the road from Youm alBahaar by the National Assembly Parliament building، Kuwait City,105924,29368479624,f
7186,1bc3442c7e294fc29e753b907ae3bd58,Joonior Studios,Studio,,9655,,f
4759,206411c5300d43c5a69e440b6776b0c0,Vilnius Recording Studio,Studio,,13235,,f
45641,1e12914d892b471cb2915b5120e0801d,Schwabinger Bräu,Venue,Leopoldstraße 82 80802 München Germany,7710,4816122115865,t
46482,a2971425e3204e0c8a0420a4b25c2049,Analog Sweden,Studio,,60639,,f
38775,2e3913ac997741dab5b4d85be1e04b0b,RTL House,Other,2 avenue Jacques Georgin Schaerbeek,105393,,f
47052,c417544b05a149949d42dd43a8e1c507,The Firehouse,Venue,1015 N 1st St Phoenix AZ 85004,7731,33458065112072556,t
45971,5b4161216bd142f3b59d54f5ccbfdfcf,Capella,Venue,Лиговский пр дом 50 корпус 16,2450,599355333036554,f
28509,f705f747207847eaa6c2018e744db192,Audio Matrices de Venezuela CA,Studio,,228,,f
18030,39fd3d603c6a4060b5d316751a179c8b,Musical Instrument Museum,Other,Montagne de la CourHofberg 2 B1000,1793,508428364358831,f
17198,d79366011b034cf08f425194de427ea7,The Showcase,Venue,,106178,,f
2483,81ae358763a44ab1b1f6c732aeabc29d,Dipoli,Other,Otakaari 24 FI02150 Espoo Finland,9607,6018519824832174,f
12933,2430efd41d22473097083e0ae8512013,Hoxton Bar  Kitchen,Venue,24 Hoxton Square London N1 6NU,62242,515274560081724,f
5687,d5239f8b5a3d4f74ab2fcd9c2dc5ade8,Spock Studio,Studio,,,,f
45650,7edaad63071a4349a8de158345cfddf5,Burggraben Neckarelz,Venue,Johannitergasse 2 74821 Mosbach Germany,69540,49341699101083,f
1487,d84b00baaeee4682b5e023ce91bce228,Ocean View Digital Mastering,Studio,4750 Rhapsody Dr Oak Park CA,266,34171677118786253,t
21778,d88ef6af20914aa4993d34f32ef7a961,Online Mixing Studio,Studio,,7289,,f
51773,6fb2d82c6ca7480f8f73489dc0ffe889,Cirque de Reims,Venue,,68605,49254940222,f
53770,2d557b93ab7c45d7812a4a7817c3718e,Red Barn,,,40602,,f
30257,5abf3a7aa9b444cda4ff183139878612,Christopher Lydons Home,,,5075,,f
18553,f266709858b14b4fafbd86f79cd93c30,Igloo Audio Factory,Studio,,13929,,f
15953,205ef31132804ec1b13c14e2754a6bb9,Fast Forward Studios,Studio,,653,,f
30785,455cd95b8ef74819a642ee99e921d77d,Soundlodge Studio,Studio,,81,,f
53274,8bc5a45d416f4317a74222e407bae379,Ardingly Studio,Studio,,3848,,f
49668,1f9d0baced6a45798ea3ffee5bd631a4,Surrealis Sounds,Studio,,326,,f
6833,4fea0d4fff5340099d396093a438a6ca,Hochschule für Musik und Theater Hamburg,,Harvestehuder Weg 12 20148 Hamburg,331,535705569998889,f
1491,ada877b3b8a146e9b850c2fee8e9c471,Queen Elizabeth Stadium,Indoor arena,18 Oi Kwan Road Wan Chai Hong Kong,118123,22275114178611,f
42079,f5895086c2d547dba49dcbe74bdbb025,acts 105,Venue,,397,,f
33394,2497e8fc62a04cb9886973086b542d04,The Apiary,Studio,,67590,,f
23325,51d6ec7fafea45ddaf58eb6210df24cf,2013 Mixing,Studio,,7703,,f
14009,1ffcc1997d1a427789bcf258900529d5,Union Street Studios,Studio,,5236,,f
50236,bee2092d34544a0b97c8a401d4040b93,Sonic Highways Studio,Studio,,,,f
38691,8ff5f495806c47dba6e15f4b83e8d058,Leggo Studios,Studio,,1468,,f
12167,b516aeedd4cb400da6fc1200fb6228bd,Paste Studio,Studio,,,,f
16036,6f08a10e8d9243809d5f2c3bd053b383,Adolf Fredriks kyrka,Religious building,Holländargatan 16 111 60 Stockholm Sweden,5114,5933777818060278,f
42111,183f23c5f9d1429c939cac927b870f81,Friedenskirche,Religious building,,8852,5240096613043411,f
39290,d8c7c37b6d914ddfa49b466dafbe5aee,Studio B Hayes Middlesex,Studio,,88668,,f
40333,c42bd3c9193a461bb743a73123cb0385,Presbyterian Church of Mount Kisco,Religious building,,90926,412072737458,f
15386,002633311ba54b898eae895f74a5d6c8,CineStar Garbsen,,Rathauspl 2 30823 Garbsen Germany,69096,,f
43038,2fba6f3d465a4738b284e7070c752c61,BONO Studio,Studio,,113,,f
8163,62f43d119ffc46abbc09c36e1055034f,Nezlobin Theatre,Venue,,2429,,f
9927,e5a3b494aa594834b76699bad407531e,Rushents Mansion,Studio,,221,,f
30691,44f3f0361500404c8c340cf6c600016c,Audio Mastery,Studio,,5213,,f
18474,53fac8157a5e4c44b55aaee5466aeb57,Wooden Digital,,,,,f
56382,21f01d8819ea46849c22c36dc5502cb9,Hard Rock Café Los Angeles,Venue,8600 Beverly Blvd at the Beverly Center,7703,,t
1225,ecef7b1c785b4639a90d54f47b5ce66e,KAUE,Venue,Wilhelminenstraße 176 45881 Gelsenkirchen,23737,515175397068581,f
7018,f5cb53c91e6a4c30b4d76acc3f379001,Dance Planet LX,Studio,,171,,f
49980,4d3ff78f673f4e418c3d14ac42a63435,Commercial Recording Studio,Studio,1120 Chenevert,7326,,f
26236,8998d03f8245498e9eb70ebcf3196fbd,Amazing Grace Night Club,Venue,,5757,,f
32716,cc9a86c4af124c6da3db765fef76aee0,Lansdowne Hotel,Venue,26 City Road Chippendale NSW 2008 Australia,5126,33884794151194885,f
11757,47a94e72af45409fa1c04f8f8ad4b227,Severn Studios,Studio,,102118,,f
39256,e962386619a84514b1042109d2b74100,The Sultan Room,,234 Starr St,10861,,f
48084,0e2117722cda43ad930b8188f6d15511,Death Studios,Studio,,695,,f
46926,d0abc42271db4c1e8e7f5c3e361981d4,Place de la Gare,Other,Place de la Gare 59000 Lille,12084,506366133069651,f
55575,1838140ca84446eb900360febb0e5459,Round the Bend Recording,,Dartmoor,3836,,f
3666,9b06b8dc14e4450cb025e280574b844f,St Nikolai Wismar,Religious building,StNikolaiKirchhof 15 23966 Wismar,70176,538956114655,f
42421,ec2870ce34264271a6a83103c662a5b0,Arts  Communication Center Music Hall,Venue,,84067,,f
35495,9471b06cce8548558ba676d089c1b95e,Malkin Bowl,Venue,610 Pipeline Rd Vancouver BC V6G 3E2,5212,49298773123133435,f
32682,7fb0aa0bf1c54c7ab66fa0e52d90f389,Canberra Theatre Centre,Venue,,5129,,f
